tweet_id,text,location,cleaned_text
ID_1041285005715095552,.@USCG mobilized dozens of rescue and response teams before Hurricane Florence hit this week. More on the Federal response:,Florence,  mobilize dozen rescue response team Hurricane Florence hit week federal response
ID_1176908731675828224,Death toll climbs to 37 as aftershocks continue in AJK. #pakistan,AJK pakistan,death toll climb 37 aftershock continue AJK pakistan
ID_1064147514583072768,"Relentless California wildfires leave 79 dead, nearly 1,300 others still missing  Now, look here fellow tweeters: KNOW THIS: I LOVE THIS TIE ABOVE ALL OTHER TIES THAT 45TH EARS..JUST A VERY HANDSOME TIE. CHURCHILL",California,relentless California wildfire leave 79 dead nearly 1300 miss   look fellow tweeter know love TIE tie 45th EARSJUST HANDSOME TIE CHURCHILL
ID_1061169896317485056,RT BuzzFeedNewsdreamgirls: The latest: Authorities say the Northern California wildfire has now killed at least 9 people.,Northern California,RT BuzzFeedNewsdreamgirls late authority Northern California wildfire kill 9 people
ID_1062635007565594624,Lady Gaga visits wildfire evacuation shelter in California  via @DailyMailCeleb ὅ1,California,Lady Gaga visit wildfire evacuation shelter California     1
ID_1042049181198757888,iHeartMedia is holding a Hurricane Relief Water Drive for those affected by #HurricaneFlorence! @ATLPeachMovers have generously lent us a semi which we need to fill! Please bring your donations to @AtlanticStation between 9am-7pm so we can help our friends in the Carolinas!,,iheartmedia hold Hurricane Relief Water Drive affect HurricaneFlorence   generously lend semi need fill bring donation   9am7pm help friend Carolinas
ID_1176805566611677184,"People slept out doors throughout the night as a safety precaution. Sadly, they didn’t have much of a choice Please Donate Now:  #charitytuesday #pakistan #earthquake #MuslimHands #Kashmir #SOS",Kashmir pakistan,People sleep door night safety precaution sadly not choice donate   charitytuesday pakistan earthquake MuslimHands Kashmir SOS
ID_1062231155485761536,"Forty. Two. .. people are dead cause of a wildfire, along with their town. And climate change is a hoax!” ? As if Borderline wasn’t enough. Pray for California.",California,  people dead cause wildfire town climate change hoax   Borderline not pray California
ID_721606150949642240,"RT @DigitallGuy: The Latest: Ecuador VP: Quake toll hits 77 dead, 578 injured: The Latest on the earthquake in Ecuador. (all ti /",Ecuador,RT   late Ecuador VP Quake toll hit 77 dead 578 injure late earthquake Ecuador ti
ID_1040189577187786752,Start your storm prep now. Dont risk waiting for #Florence to get ready! Check out the 2018 SC EMD Hurricane Guide and SC Emergency Manager App for tips on storm preparation go to:  #sctweets,,start storm prep not risk wait Florence ready check 2018 SC EMD Hurricane Guide SC Emergency Manager App tip storm preparation   sctweet
ID_1061456305947320320,NBC - BREAKING: Death toll climbs to 23 in Northern Californias Camp Fire,Northern Californias,NBC   break death toll climb 23 Northern Californias Camp Fire
ID_1108707459823214592,Agribank is running a relief initiative: Every dollar counts. Let us join hands and help our fellow Zimbabweans who were affected by #cycloneIdai Every Agribank branch is a donation drop off point. #CycloneIdaiZW #CycloneIdaiRelief #yourallweatherbank #AgribankOnCycloneIdai,Zimbabweans,Agribank run relief initiative dollar count let join hand help fellow Zimbabweans affect cycloneIdai Agribank branch donation drop point CycloneIdaiZW CycloneIdaiRelief yourallweatherbank AgribankOnCycloneIdai
ID_798477826005594112,"RT @APDiploWriter: WELLINGTON, New Zealand (AP) - First #US warship to visit #NewZealand in more than 30 years diverts to help with earthqu",New Zealand NewZealand WELLINGTON,RT   WELLINGTON New Zealand AP   warship visit NewZealand 30 year divert help earthqu
ID_1167542106962968576,"5PM Advisory On Hurricane Dorian: Winds 140 MPH EXTREMELY DANGEROUS HURRICANE DORIAN HEADING FOR THE NORTHWESTERN BAHAMAS HURRICANE WARNING ISSUED FOR THE NORTHWESTERN BAHAMAS Live updates on Hurricane #Dorian here:  Dorians track, as of 5PM",BAHAMAS,5pm Advisory Hurricane Dorian wind 140 MPH EXTREMELY dangerous HURRICANE DORIAN HEADING NORTHWESTERN BAHAMAS HURRICANE warning issued NORTHWESTERN BAHAMAS live update Hurricane Dorian   Dorians track 5pm
ID_1061480625956405248,Lady Gaga and Kardashians are leading the celebrity exodus out of Malibu as the California wildfires rage. At least 25 people have died.,California Malibu,Lady Gaga Kardashians lead celebrity exodus Malibu California wildfire rage 25 people die
ID_1107146322719752192,"2. Mr. President, @edmnangagwa Did we need to get to 30 deaths for us to do something meaningful? Someone slept on the job sir. Please let’s not get to 50 deaths. Shame on whoever was responsible for the evacuation of people! #Cycloneidai",,2 Mr President   need 30 death meaningful sleep job sir lets 50 death shame responsible evacuation people Cycloneidai
ID_1032477817643118592,"In 2013 when floods ravaged Uttarakhand, the then US secretary of state John Kerry had announced a $150,000 aid to India. At that time, the Congress-led central government had turned down Kerry’s offer and also aid from other foreign countries. #KeralaFloodRelief",India Uttarakhand,2013 flood ravage Uttarakhand secretary state John Kerry announce 150000 aid India time Congressled central government turn Kerrys offer aid foreign country KeralaFloodRelief
ID_902848585498320896,Would you like to help the victims of Hurricane Harvey? Call 603-641-9009 to donate! #telethon #redcross via @KCarosaWMUR,,like help victim Hurricane Harvey 6036419009 donate telethon redcross
ID_797943352842854400,"We recommend property owners check your buildings. If you have any concerns about earthquake damage, visit  #eqnz",,recommend property owner check building concern earthquake damage visit   eqnz
ID_1022542450919919616,The dead are now 85! Still many more are missing! #wildfires #Greecefires #greece #fires,greece,dead 85 miss wildfire Greecefires greece fire
ID_1031381543498014720,60T medicines from Hindon to Thiruvananthapuram 70 doctors & 30 personnel with medicines from Mumbai to Thiruvananthapuram #KeralaFloods #KeralaFloodRelief #KeralaFloods2018,Hindon Mumbai Thiruvananthapuram,60 t medicine Hindon Thiruvananthapuram 70 doctor   30 personnel medicine Mumbai Thiruvananthapuram KeralaFloods KeralaFloodRelief KeralaFloods2018
ID_730244185828249600,RT @globalnews: Oil sands facilities not damaged by Fort McMurray wildfire: Notley,Fort McMurray,RT   Oil sand facility damage Fort McMurray wildfire Notley
ID_729262380987752448,Donating money to @redcrosscanada is the best way to help with relief. #ymmfire #ymmhelps #FortMacFire #socialgood,,donate money   good way help relief ymmfire ymmhelps FortMacFire socialgood
ID_1039888570176208896,"3,000 people died because the U.S. refused to help even tho it’s a United States territory which means..THEY’RE AMERICANS. that’s not success, that’s failure.",U.S. United States,3000 people die refuse help tho United States territory meansTHEYRE americans s success s failure
ID_1168019048078225408,@DrDenaGrayson That just shows how violent and nasty it is. ἰ0 #HurricaneDorian #DorianHurricane #HurricaneDorian2019 #Dorian2019 #Hurricane #Dorian ἰ0,,  show violent nasty 0 HurricaneDorian DorianHurricane HurricaneDorian2019 Dorian2019 Hurricane Dorian 0
ID_1176499705087266816,RT @FrontalFire7: 60 injured in PoK #earthquake,,RT   60 injure PoK earthquake
ID_768790486605828096,RT @fareprogressi: #ItalyEarthquake Were raising funds for the mayors of the towns most affected Please donate  htt,,RT   ItalyEarthquake raise fund mayor town affected donate   htt
ID_722110731542523904,330 DEATHS EARTHQUAKE ECUADOR.,ECUADOR,330 DEATHS earthquake ECUADOR
ID_721924410702213120,RT @AP: Ecuadors president says death toll from magnitude-7.8 quake has surged to at least 233:,Ecuadors,RT   Ecuadors president say death toll magnitude78 quake surge 233
ID_1110816959594225664,"In times like these, we need to bank on each other. BancABC, in partnership with CARITAS, is delivering relief items ranging from clothing, foodstuffs and blankets to donate to the victims of #CycloneIdai. If you’d like to contribute, please visit our Mutare Branch today.",,time like need bank BancABC partnership CARITAS deliver relief item range clothing foodstuff blanket donate victim CycloneIdai d like contribute visit Mutare Branch today
ID_721593508784549888,"RT @ABC7: #EcuadorEarthquake death toll rises to at least 41, vice president says",,RT   EcuadorEarthquake death toll rise 41 vice president say
ID_1039545704153149440,RT @StratSentinel: Marines stationed at Paris Island will begin emergency evacuations today ahead of #HurricaneFlorence,Paris,RT   Marines station Paris Island begin emergency evacuation today ahead HurricaneFlorence
ID_1111689287857332224,"OMAHA! Thank you for coming out last night. Just by showing up, you became a big part of our efforts to help the victims of the flooding here in the Midwest. Special thanks to @LiveNation & @drinkbai. Stay strong Nebraska, WE LOVE YOU. Learn more:",Nebraska OMAHA,omaha thank come night show big effort help victim flooding Midwest Special thank     stay strong Nebraska love learn
ID_1108336642484518912,RT @DFID_UK: @AFP UK aid is now on the ground in Mozambique and being prepped for distribution:,Mozambique,RT    UK aid ground Mozambique preppe distribution
ID_902881457223462912,I hope when this shit storm called the GOP has been defeated and POTUS is jailed the damage to our relationship with MX can be mended.,MX,hope shit storm call GOP defeat POTUS jail damage relationship MX mend
ID_1108265256550350848,"Scenes from Bangula Camp in #Malawi, where residents displaced by storms and flooding have set up makeshift homes. Government officials work on distributing food aid, while children from Mfera Full Primary School take some classes. #CycloneIdai",Malawi,scene Bangula Camp Malawi resident displace storm flooding set makeshift home Government official work distribute food aid child Mfera Primary School class CycloneIdai
ID_1176551157231181824,"Earthquake shakes northern #Pakistan, destroying buildings, cracking roads, killing 22 people and injuring nearly 200 more #Mirpur #earthquake",Mirpur Pakistan,earthquake shake northern Pakistan destroy building crack road kill 22 people injure nearly 200 Mirpur earthquake
ID_1021805312398053376,"Official and unofficial reports claim close to 100 deaths from the fires in Greece. I cant seem fathom the devastation and the emotions of those who lost friends, relatives, property, and their homes. Its a sad day for Greece ἞C἟7 #Greecefires #Grecia #Greece #Greeceonfire",Grecia Greece,official unofficial report claim close 100 death fire Greece not fathom devastation emotion lose friend relative property home sad day Greece C7 Greecefires Grecia Greece Greeceonfire
ID_797949633125191680,New Zealand earthquake: two dead as tsunami threat passes – live,New Zealand,New Zealand earthquake dead tsunami threat pass   live
ID_768756768558153728,RT @orderofmalta: #OrderofMalta activated a mobile unit assistance to aid those in #Amatrice #ItalyEarthquake,Amatrice,RT   OrderofMalta activate mobile unit assistance aid Amatrice ItalyEarthquake
ID_768889024689733632,"RT @orderofmalta: Listen to the @news_va_en interview with Giorgio Minguzzi, #OrderofMalta volunteer in #Amatrice #ItalyEarthquake /",Amatrice,RT   listen   interview Giorgio Minguzzi OrderofMalta volunteer Amatrice ItalyEarthquake
ID_1024977229653176320,"High risk of fires in Attica, Evia, Chios, Lesvos #Greece #Greecefires",Attica Chios Evia Greece Lesvos,high risk fire Attica Evia Chios Lesvos Greece Greecefires
ID_910555099071524864,"@osarsg This collection center in Del Valle, Mexico was set up to help distribute water, food, lanterns and batteries after the earthquake.",Del Valle Mexico,  collection center Del Valle Mexico set help distribute water food lantern battery earthquake
ID_1040546391708250112,"The mayor of #NewBern, #NorthCarolina said there hasn’t been flooding like this since 1954, with #Hurricane #Hazel. Currently, 150 people on the 2nd floors and roofs of their homes, awaiting water rescue. This area had a mandatory evacuation order. #Florence #HurricaneFlorence",NorthCarolina,mayor NewBern NorthCarolina say not flood like 1954 Hurricane Hazel currently 150 people 2nd floor roof home await water rescue area mandatory evacuation order Florence HurricaneFlorence
ID_797839432476868608,Cook Strait ferries are cancelled all day - damage at Wellington and Picton is being assessed. #eqnz,Picton Wellington,Cook Strait ferry cancel day   damage Wellington Picton assess eqnz
ID_914545789170536448,UCF Today: UCF Provides In-State Tuition Rate to Puerto Rican Students Displaced by Hurricane Maria,Puerto Rican,UCF today UCF provide InState Tuition rate Puerto rican student displace Hurricane Maria
ID_1176491718587404288,RT @Nira_Sayaapa: Stay Safe people..!! Make sure to take Precautionary measures.. ὡEὡE #earthquake,,RT   stay safe people sure precautionary measure EE earthquake
ID_768828614506938368,"@EnricaCarosella #ItalyEarthquake #Amatrice #Accumoli side, it destroyed everything and killed in a devastated way. This could not have been",Accumoli Amatrice,  ItalyEarthquake Amatrice Accumoli destroy kill devastated way
ID_1168367325764096000,First Videos From Dorian Destruction In Bahamas Emerging,Bahamas,Videos dorian destruction bahama emerge
ID_783528309963579392,"An already struggling Haiti faced massive Hurricane Matthew earlier today, killing at least 9 people.",Haiti,struggle Haiti face massive Hurricane Matthew early today kill 9 people
ID_903452102252486656,Please consider making a donation to help Premise Health team members effected by #HurricaneHarvey. #premisestrong,,consider make donation help Premise Health team member effect HurricaneHarvey premisestrong
ID_902906803717111808,Flood damage from #HurricaneHarvey may rival #HurricaneKatrina says Situs:,,flood damage HurricaneHarvey rival HurricaneKatrina say Situs
ID_1168315230859997184,"@realDonaldTrump Last report had 185mph sustained, gusts over 220mph! Dorian is a killer storm! If people need help evacuating in Florida, they can get info by county at  In other states, people can contact their local OES office.",Florida,  report 185 mph sustain gust 220 mph Dorian killer storm people need help evacuate Florida info county   state people contact local OES office
ID_911632914877751296,Mexico Earthquake: Why Did So Many Buildings Collapse? |,Mexico,Mexico Earthquake Buildings Collapse
ID_1022396510468825088,The Greek Government has set up a bank account for people and businesses wishing to donate in support of the victims of the recent fires. Donations can also be made from Australia.,Australia Greek,greek Government set bank account people business wish donate support victim recent fire donation Australia
ID_911684288126623744,RT @AP: BREAKING: Death toll from this weeks central Mexico earthquake tops 300.,Mexico,RT   BREAKING death toll week central Mexico earthquake top 300
ID_1168272152526839808,New: A hurricane warning has been issued for part of Floridas east coast from Jupiter Inlet to the Volusia/Brevard County Line. This means that hurricane conditions are expected from #Dorian:,Floridas Volusia,New hurricane warning issue Floridas east coast Jupiter Inlet VolusiaBrevard County Line mean hurricane condition expect Dorian
ID_902702550562074624,Please donate to my hometown #Harvey,,donate hometown harvey
ID_1065345389505724416,"Such a sweet light during this time of sorrow in California. If youre looking to donate to rescue teams that are aiding animals during these California fires, check out North Valley Animal Disaster Group.",California,sweet light time sorrow California look donate rescue team aid animal California fire check North Valley Animal Disaster Group
ID_1030714074722496512,"RT @Being_Humor: Has @Shehla_Rashid started collecting donation in the name of Kerala flood victims, already? ᾑ4",Kerala,RT     start collect donation Kerala flood victim 4
ID_797859213179518976,New Zealand police say at least two people have been killed in a powerful earthquake that triggered a tsunami,New Zealand,New Zealand police people kill powerful earthquake trigger tsunami
ID_1001178636697956352,Man missing after Maryland city hit by true flash flood,Maryland,man miss Maryland city hit true flash flood
ID_1111769081647153152,Nebraska under water more then 1Milion acres destroyed by flooding  via @YouTube #NebraskaFlood2019 #NebrasksFlooding,Nebraska,Nebraska water 1milion acre destroy flood     NebraskaFlood2019 NebrasksFlooding
ID_1039525914931945472,ἰ0὎2 #HurricaneFlorence #Flooding Inland Ὂ5#NorthCarolina  has an excellent App὏1 Ὂ5Includes valuable ℹ⤵ #Resources #Shelters #Evacuation #MakeAPlan #RoadClosures #Updated weather #StayInformed ❣ #DisasterAssistTeam,Ὂ5#NorthCarolina,02 HurricaneFlorence Flooding Inland 5NorthCarolina   excellent app1 5include valuable   Resources Shelters Evacuation MakeAPlan RoadClosures update weather StayInformed   disasterassistteam
ID_722212104321806336,"Israeli aid workers join relief efforts in quake-rattled Japan, Ecuador – Jerusalem Post Israel News #757Live",Ecuador Israel Japan Jerusalem,israeli aid worker join relief effort quakerattled Japan Ecuador   Jerusalem Post Israel News 757live
ID_1167779734723411968,"Health First holding off on patient evacuations at Cape Canaveral Hospital, for now. They’re waiting on more concrete info on #Dorian’s track. @MyNews13",Cape Canaveral Hospital,health hold patient evacuation Cape Canaveral Hospital wait concrete info dorian track
ID_1168319260185321472,"Hurricane #Dorians next stop: The Grand Bahama. Sustained winds of 295 KM/H, gusts in excess of 360 KM/H and storm surge 18-23 ft above normal tidal levels. Dorian continues to ravage the Abacos Islands, with catastrophic wind damage and storm surge.",Abacos Islands Bahama,Hurricane Dorians stop Grand Bahama sustain wind 295 KMH gust excess 360 KMH storm surge 1823 ft normal tidal level Dorian continue ravage Abacos Islands catastrophic wind damage storm surge
ID_1029014132681519104,"The EHII House of the Tiles at Lerna is one of the most spectacular buildings from Early Bronze Age Greece; it had a tile-covered roof and, when destroyed for fire ca. 2200 B.C., it was covered with a large tumulus #MonumentMonday",Greece,EHII House Tiles Lerna spectacular building early Bronze Age Greece tilecovered roof destroy fire 2200 BC cover large tumulus MonumentMonday
ID_1041935435348553728,"My heart breaks at the devastation caused by #HurricaneFlorence. Bridge of Hope is on the ground, with trucks full of essential emergency relief. Thank you for responding compassionately to help reach the lives of those who are in the Carolinas and the US southeast.",Carolinas US,heart break devastation cause HurricaneFlorence Bridge Hope ground truck essential emergency relief thank respond compassionately help reach life Carolinas southeast
ID_1022073145522573312,"Greek authorities are looking for dozens of people missing after the deadly #wildfires near Athens. At least 79 people have died, and a search continues for survivors who fled the blaze, including those who took to the sea. #Attica #Mati #GreeceFires",Athens,greek authority look dozen people miss deadly wildfire near Athens 79 people die search continue survivor flee blaze include take sea Attica Mati GreeceFires
ID_1061258892972380160,Please consider going to  and making a cash donation (specify in the comments that it’s for the Paradise fire). We have resource centers in the area and will be working with the Red Cross and FEMA to get supplies and other resources to those affected.,,consider go   make cash donation specify comment Paradise fire resource center area work Red Cross FEMA supply resource affect
ID_798644875830792192,Kinda concerning that some modern buildings seem to have the most damage. Were shortcuts made? #Wellington #eqnz,Wellington,kinda concern modern building damage shortcut Wellington eqnz
ID_1110264482272563200,"@NEGameandParks is looking for volunteers to help with the 2019 northern pike surveys/tagging at Lake Wanahoo. Two crews will run each day from Tuesday, March 26-Friday, March 29. For more information, please contact Jordan Katt at (402) 405-4582 or jordan.katt@nebraska.gov",Lake Wanahoo,  look volunteer help 2019 northern pike surveystagge Lake Wanahoo crew run day Tuesday March 26friday March 29 information contact Jordan Katt 402 4054582 jordankattgov
ID_1030415953702449152,A doctor with 22 years of INTENSIVE CARE experience is in Kochi now and ready to take care of people/patients in the relief camps of Kerala. His contact number is 6235309199. Please spread the word #Keralarains #KeralaSOS,Kerala,doctor 22 year intensive care experience Kochi ready care peoplepatient relief camp Kerala contact number 6235309199 spread word Keralarains KeralaSOS
ID_914952920264773632,RT @tomtravel2: Detailed hotel damage assessments for #Caribbean locales damaged by #HurricaneMaria #HurricaneIrma #travel,Caribbean,RT   detail hotel damage assessment caribbean locale damage HurricaneMaria HurricaneIrma travel
ID_914609115770576896,Hurricane Maria Charity Stream with Gran Turismo 6 Open Lobby at 5:30 CDT! Please come and help our brothers and sisters in Puerto Rico!,Puerto Rico,Hurricane Maria Charity Stream Gran Turismo 6 Open Lobby 530 CDT come help brother sister Puerto Rico
ID_910717683544592384,Dozens of children and adults are still missing after a school collapsed in Mexico following a 7.1 magnitude earthquake:,Mexico,dozen child adult miss school collapse Mexico follow 71 magnitude earthquake
ID_1021863044891201536,"Huge queues from people waiting to donate blood for the injured from #AthensFires at Thriasio Hospital, Athens. A huge solidarity movement in #Greece #Greecefires #πυρκαγια #wilffires [pic from Thanasis Nikolaou, fb]",Athens Greece,huge queue people wait donate blood injure AthensFires Thriasio Hospital Athens huge solidarity movement Greece Greecefires   wilffire pic Thanasis Nikolaou fb
ID_1065706871946911744,"@Tennessean @JohnPrineMusic Please John (we met at Airport) could you encourage your fellow Musicians to help the people from Paradise ,California who lost their homes in the camp Forest fire! 0",California,   John meet Airport encourage fellow Musicians help people Paradise California lose home camp Forest fire 0
ID_768877575938699264,"RT @Tanya_Diaaz: One of my friends, Maria, died during the #ItalyEarthquake.. My thoughts are with her family, and her sister younger @aest",,RT   friend Maria die ItalyEarthquake thought family sister young
ID_1022512166589669376,RT @France24_en: ▶️ Greece wildfires: Volunteers search for survivors as fear turns into anger,Greece,RT    Greece wildfire volunteer search survivor fear turn anger
ID_1064691850202628096,The Chico Municipal Airport has acted as an emergency animal shelter since the beginning of the Camp Fire.,The Chico Municipal Airport,Chico Municipal Airport act emergency animal shelter beginning Camp Fire
ID_1032118589187342336,Aid from Israel to India for Kerela Floods #Israel #KerelaFloodRelief #Kerela #KeralaFloods #ThankYouISRAEL,India Israel Kerela,aid Israel India Kerela Floods Israel KerelaFloodRelief Kerela KeralaFloods ThankYouISRAEL
ID_730650657078665216,Chicago Title is supporting the Alberta Wildfire Relief Efforts. Click here to learn more.,Alberta Chicago,Chicago Title support Alberta Wildfire Relief Efforts Click learn
ID_722161981390721024,Dear friends #Ecuador need your help / Amigos #Ecuador necesita su #ayuda,Ecuador,dear friend Ecuador need help   amigo Ecuador necesita su ayuda
ID_730487795173576704,"Red Cross dispersal of donations for Fort McMurray includes $600 for each adult, $300 per child",,Red Cross dispersal donation Fort McMurray include 600 adult 300 child
ID_1040554524497403904,"At 4:00 AM EDT, 2 ESE Harkers Island [Carteret Co, NC] PARK/FOREST SRVC reports HURRICANE. CAPE LOOKOUT NATIONAL SEASHORE VISITORS CENTER. LOTS OF TREE DAMAGE, DEBRIS, AND POWER LINES DOWN ACROSS THE ISLAND. REPORTS OF MAJOR FLOODING ON ALL ACCESS ROA",Harkers Island NC,400 EDT 2 ESE Harkers Island Carteret Co NC PARKFOREST SRVC report HURRICANE CAPE LOOKOUT NATIONAL SEASHORE VISITORS center lot tree damage DEBRIS power lines island report MAJOR flood access ROA
ID_1034351328959651840,Areal view of Alappuzha during #KeralaFloods 2018. Thanks to all the helping hands who are involved with the #flood relief & restoration work,Alappuzha,areal view Alappuzha KeralaFloods 2018 thank help hand involve flood relief   restoration work
ID_914896986771357696,"Today. I just wanted to thank to all rescuers dogs in last earthquake in Mexico, but I want to give condolence to Vagas city @USEmbassyMEX",Mexico,today want thank rescuer dog earthquake Mexico want condolence Vagas city
ID_768723984011685888,Yesterday i went to bed and there were 169 victims. Today i woke up and the numbers is unbelievable. 247 victims. #ItalyEarthquake #Italy,Italy,yesterday go bed 169 victim today wake number unbelievable 247 victim ItalyEarthquake Italy
ID_1030395986076553216,Just donated towards the flood relief fund for Kerala. I urge everyone to help in whichever way they can. The pictures across the social media sites are so heart wrenching. #KeralaFloodRelief #KeralaFloods #doforkerala,Kerala,donate flood relief fund Kerala urge help whichever way picture social medium site heart wrench KeralaFloodRelief KeralaFloods doforkerala
ID_1109152574974894080,"Update: @USAID allocated US$100,000 to civil society partner @GOAL_global to reach 35,000 Zimbabweans w/ temporary shelter & safe water. @GOAL_global is on the ground in Manicaland now with lifesaving support in response to #CycloneIdai",Manicaland Zimbabweans,update   allocate US100000 civil society partner   reach 35000 Zimbabweans w temporary shelter   safe water   ground Manicaland lifesave support response CycloneIdai
ID_1065655510463074304,"The number of fatalities from California’s Camp Fire, one of the deadliest wildfires in U.S. history, totaled 83 as of 7:27 a.m. local time, up from 81 a day earlier,also reported the blaze has destroyed 13,906 residences, 514 commercial and 4,232 other buildings. @business",California U.S.,number fatality Californias Camp Fire deadly wildfire history total 83 727 local time 81 day earlieralso report blaze destroy 13906 residence 514 commercial 4232 building
ID_797917171074486272,RT @HuttNZ: Petone wharf damage #Hutt following #eqnz,,RT   petone wharf damage Hutt follow eqnz
ID_730966791812304896,"@Nat_Coll @adidasCA @CFL @BCLions If you purchase it tonight the proceeds go towards helping Albertan wildfire victims, right? CFLShop.ca",Albertan,     purchase tonight proceed help Albertan wildfire victim right CFLShopca
ID_1022364139363229696,A special account has been opened at the Bank of Greece for the fire victims: IBAN: GR4601000230000002341195169 SWIFT / BIC: BNGRGRAA,Greece,special account open Bank Greece fire victim IBAN GR4601000230000002341195169 SWIFT   BIC bngrgraa
ID_728823363167129600,"RT @mniype: Hero principal #2: Boys, parents reunited after being separated in evacuation. #ymmfire #yeg  .",,RT   Hero principal 2 boy parent reunite separate evacuation ymmfire yeg  
ID_870956435617837056,Lets Show the Sri Lankan Flood Victims Some Love #Flood #SriLanka #Relief #charity #donate,SriLanka,lets Sri Lankan Flood Victims Love Flood SriLanka Relief charity donate
ID_722203879782359040,413 killed by earthquake in Ecuador believe that the figure may aumentar.y 319 aftershocks,Ecuador,413 kill earthquake Ecuador believe figure aumentary 319 aftershock
ID_1064651400783683584,"Please go support this cause. Many people are homeless, hungry and need your help.",,support cause people homeless hungry need help
ID_733895711671123968,Some evacuation orders over Fort McMurray wildfire lifted in work camps #ymmfire,Fort McMurray,evacuation order Fort McMurray wildfire lift work camp ymmfire
ID_902639953531723776,Evacuations ramp up in west Houston neighborhoods as Addicks Reservoir surpasses capacity #harvey,Houston,evacuation ramp west Houston neighborhood Addicks Reservoir surpass capacity harvey
ID_908686959517863936,"Exposure to mold during flood cleanup can cause respiratory illness, eye irritation & skin rash. Stay safe:",,exposure mold flood cleanup cause respiratory illness eye irritation   skin rash stay safe
ID_1040359258582339584,At Least 20 Homes in Massachusetts Catch Fire after Reported Gas Explosions,Massachusetts,20 Homes Massachusetts Catch Fire Reported gas Explosions
ID_728587665226928128,Evacuations Continue Friday in Wildfire-Struck Alberta  #TEAMFOLLOWBACK,Alberta,evacuation continue Friday WildfireStruck Alberta   TEAMFOLLOWBACK
ID_783412677565640704,Hurricane Causes Destruction in Haiti From The Weather Channel iPhone App.,Haiti,hurricane cause destruction Haiti Weather Channel iPhone App
ID_1041985276384628736,"An MH-60T Jayhawk helicopter crew from #USCG Air Station Clearwater, FL evacuates 3 adults, 1 child, and 2 dogs from Rocky Point, NC due to flooding caused by #HurricaneFlorence. #Florence",FL NC Rocky Point,MH60 T Jayhawk helicopter crew USCG Air Station Clearwater FL evacuate 3 adult 1 child 2 dog Rocky Point NC flooding cause HurricaneFlorence Florence
ID_910713570429739008,RT @AvalexDynamics: How You Can Help The Victims Of The #Mexico City #Earthquake | It Came From The Web | 970 WFLA,Mexico City,RT   help Victims Mexico City Earthquake   come web   970 WFLA
ID_1065669711495540736,"RT @BleacherReport: Aaron Rodgers is helping with California wildfire recovery, donates $1M to charity",California,RT   Aaron Rodgers help California wildfire recovery donate 1 M charity
ID_721705126088544256,RT @Correistas: Vice president confirms Ecuador earthquake kills 77: Image: Ecuadorian vice president Jorge Glas confirmed Su,Ecuador,RT   Vice president confirm Ecuador earthquake kill 77 image ecuadorian vice president Jorge Glas confirm Su
ID_912454073366073344,Rescuers continue search for survivors of Mexico earthquake – video,Mexico,rescuer continue search survivor Mexico earthquake   video
ID_1110566595779325952,"Vice President Mike Pence in Huntsville, a fire department reaching out to neighbors in LA, and a nurse traveling through Nebraska helping flood victims. Join the conversation with #newsfeednow LIVE at 11 a.m.",Huntsville LA Nebraska,Vice President Mike Pence Huntsville fire department reach neighbor LA nurse travel Nebraska help flood victim join conversation newsfeednow live 11
ID_901890793270587392,Photos: Hurricane Harveys destruction -  #HurricaneHarvey #Harvey,,Photos Hurricane Harveys destruction    HurricaneHarvey Harvey
ID_1035012832558018560,Moments of generosity continues to inspire us. Hamsa and his family won the 3rd prize in Kerala lottery and they decided to handover the entire amount of ₹1 Lakh to the Chief Ministers relief fund. #KeralaFloodRelief #CMReliefFund #Inspiration,Kerala,moment generosity continue inspire Hamsa family win 3rd prize Kerala lottery decide handover entire 1 lakh Chief Ministers relief fund KeralaFloodRelief CMReliefFund Inspiration
ID_733774959831449600,Fort McMurray Fire: Alberta To Bring In Extra Firefighters: EDMONTON — A massive wildfire that destroyed part,Alberta,Fort McMurray Fire Alberta bring extra firefighter EDMONTON   massive wildfire destroy
ID_783649575097827328,"Beyond mountains there are mountains. If youre feeling helpless & hurting for this island that cant catch a break, donate to @PIH ἞D἟9❤️️",,mountain mountain feel helpless   hurt island not catch break donate   D9
ID_911658084879257600,HOW TO HELP: Information on ways to donate and locations to drop off supplies for #PuertoRico after #HurricaneMaria:,PuertoRico,help information way donate location drop supply PuertoRico HurricaneMaria
ID_1040605684138762240,What to do when a hurricane approaches? #eatlocal #eatlikeapro #mtpleasant #mountpleasant #southcarolina #lowcountry #oystergram #nicoshemcreek #shemcreek #local #localeats #discoversc,southcarolina,hurricane approach eatlocal eatlikeapro mtpleasant mountpleasant southcarolina lowcountry oystergram nicoshemcreek shemcreek local localeat discoversc
ID_910718332369723392,[AM] Mexico earthquake: death toll rising  via @PodcastAddict,Mexico,Mexico earthquake death toll rise  
ID_911844707642347520,@denmarked Can i have some shelter there? I alrady lost my home in Mexicos earthquake :(,Mexicos,  shelter alrady lose home Mexicos earthquake
ID_1024344055629717504,Metropolitan Evangelos’ Letter to Collect Aid for Greek Fire Victims  #Greece #news,Greece Greek,Metropolitan Evangelos Letter collect aid Greek Fire Victims   Greece news
